CourseCode,CourseName,Origin,Question,OptionA,OptionB,OptionC,OptionD,Answer,RelatedTextbook,RelatedChapter
ANAT9140,Anatomy & Physiology I,T,Which of the following do not play a role in intracellular movement?,microfilaments and intermediate filaments,microfilaments and microtubules,intermediate filaments and microtubules,only intermediate filaments,D,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,"In humans, _____ are used to move a cell within its environment while _____ are used to move the environment relative to the cell.",cilia; pseudopodia,flagella; cilia,microtubules; flagella,microfilaments; microtubules,B,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which of the following are only in plant cells?,gap junctions,desmosomes,plasmodesmata,tight junctions,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,The key components of desmosomes are cadherins and __________.,actin,microfilaments,intermediate filaments,microtubules,C,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Diseased animal cells may produce molecules that activate death cascades to kill the cells in a controlled manner. Why would neighboring healthy cells also die?,The death molecule is passed through desmosomes.,The death molecule is passed through plasmodesmata.,The death molecule disrupts the extracellular matrix.,The death molecule passes through gap junctions.,D,Biology 2e,4 - Cell Structure
ANAT9140,Anatomy & Physiology I,T,Which plasma membrane component can be either found on its surface or embedded in the membrane structure?,protein,cholesterol,carbohydrate,phospholipid,A,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,Which characteristic of a phospholipid contributes to the fluidity of the membrane?,its head,cholesterol,a saturated fatty acid tail,double bonds in the fatty acid tail,D,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,What is the primary function of carbohydrates attached to the exterior of cell membranes?,identification of the cell,flexibility of the membrane,strengthening the membrane,channels through membrane,A,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,Water moves via osmosis _________.,throughout the cytoplasm,from an area with a high concentration of other solutes to a lower one,from an area with a high concentration of water to one of lower concentration,from an area with a low concentration of water to higher concentration,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,The principal force driving movement in diffusion is the __________.,temperature,particle size,concentration gradient,membrane surface area,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,What problem is faced by organisms that live in fresh water?,Their bodies tend to take in too much water.,They have no way of controlling their tonicity.,Only salt water poses problems for animals that live in it.,Their bodies tend to lose too much water to their environment.,A,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,In which situation would passive transport not use a transport protein for entry into a cell?,water flowing into a hypertonic environment,glucose being absorbed from the blood,an ion flowing into a nerve cell to create an electrical potential,oxygen moving into a cell after oxygen deprivation,D,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,Active transport must function continuously because __________.,plasma membranes wear out,not all membranes are amphiphilic,facilitated transport opposes active transport,diffusion is constantly moving solutes in opposite directions,D,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,How does the sodium-potassium pump make the interior of the cell negatively charged?,by expelling anions,by pulling in anions,by expelling more cations than are taken in,by taking in and expelling an equal number of cations,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,What is the combination of an electrical gradient and a concentration gradient called?,potential gradient,electrical potential,concentration potential,electrochemical gradient,D,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,What happens to the membrane of a vesicle after exocytosis?,It leaves the cell.,It is disassembled by the cell.,It fuses with and becomes part of the plasma membrane.,It is used again in another exocytosis event.,C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,Which transport mechanism can bring whole cells into a cell?,pinocytosis,phagocytosis,facilitated transport,primary active transport,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,In what important way does receptor-mediated endocytosis differ from phagocytosis?,It transports only small amounts of fluid.,It does not involve the pinching off of membrane.,It brings in only a specifically targeted substance.,"It brings substances into the cell, while phagocytosis removes substances.",C,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,Many viruses enter host cells through receptor-mediated endocytosis. What is an advantage of this entry strategy?,The virus directly enters the cytoplasm of the cell.,The virus is protected from recognition by white blood cells.,The virus only enters its target host cell type.,The virus can directly inject its genome into the cell’s nucleus.,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,Which of the following organelles relies on exocytosis to complete its function?,Golgi apparatus,vacuole,mitochondria,endoplasmic reticulum,A,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,"Imagine a cell can perform exocytosis, but only minimal endocytosis. What would happen to the cell?",The cell would secrete all its intracellular proteins.,The plasma membrane would increase in size over time.,The cell would stop expressing integral receptor proteins in its plasma membrane.,The cell would lyse.,B,Biology 2e,5 - Structure and Function of Plasma Membranes
ANAT9140,Anatomy & Physiology I,T,Energy is stored long-term in the bonds of _____ and used short-term to perform work from a(n) _____ molecule.,ATP : glucose,an anabolic molecule : catabolic molecule,glucose : ATP,a catabolic molecule : anabolic molecule,C,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,"DNA replication involves unwinding two strands of parent DNA, copying each strand to synthesize complementary strands, and releasing the parent and daughter DNA. Which of the following accurately describes this process?",This is an anabolic process.,This is a catabolic process.,This is both anabolic and catabolic.,This is a metabolic process but is neither anabolic nor catabolic.,A,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,Which of the following comparisons or contrasts between endergonic and exergonic reactions is false?,Endergonic reactions have a positive ∆G and exergonic reactions have a negative ∆G.,Endergonic reactions consume energy and exergonic reactions release energy.,Both endergonic and exergonic reactions require a small amount of energy to overcome an activation barrier.,Endergonic reactions take place slowly and exergonic reactions take place quickly.,D,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,Which of the following is not an example of an energy transformation?,turning on a light switch,solar panels at work,formation of static electricity,none of the above,D,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,The energy released by the hydrolysis of ATP is____,primarily stored between the alpha and beta phosphates,equal to −57 kcal/mol,harnessed as heat energy by the cell to perform work,providing energy to coupled reactions,D,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,Which of the following molecules is likely to have the most potential energy?,sucrose,ATP,glucose,ADP,A,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,Which of the following is not true about enzymes:,They increase ∆G of reactions.,They are usually made of amino acids.,They lower the activation energy of chemical reactions.,Each one is specific to the particular substrate(s) to which it binds.,A,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,An allosteric inhibitor does which of the following?,"Binds to an enzyme away from the active site and changes the conformation of the active site, increasing its affinity for substrate binding.",Binds to the active site and blocks it from binding substrate.,"Binds to an enzyme away from the active site and changes the conformation of the active site, decreasing its affinity for the substrate.",Binds directly to the active site and mimics the substrate.,C,Biology 2e,6 - Metabolism
ANAT9140,Anatomy & Physiology I,T,The energy currency used by cells is ________.,ATP,ADP,AMP,adenosine,A,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,A reducing chemical reaction ________.,reduces the compound to a simpler form,adds an electron to the substrate,removes a hydrogen atom from the substrate,is a catabolic reaction,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,"During the second half of glycolysis, what occurs?",ATP is used up.,Fructose is split in two.,ATP is made.,Glucose becomes fructose.,C,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,What is removed from pyruvate during its conversion into an acetyl group?,oxygen,ATP,B vitamin,carbon dioxide,D,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,What do the electrons added to NAD+ do?,They become part of a fermentation pathway.,They go to another pathway for ATP production.,They energize the entry of the acetyl group into the citric acid cycle.,They are converted to NADP.,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,How many NADH molecules are produced on each turn of the citric acid cycle?,one,two,three,four,C,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,What compound receives electrons from NADH?,FMN,ubiquinone,cytochrome c1,oxygen,B,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,Chemiosmosis involves ________.,the movement of electrons across the cell membrane,the movement of hydrogen atoms across a mitochondrial membrane,the movement of hydrogen ions across a mitochondrial membrane,the movement of glucose through the cell membrane,C,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,Which of the following fermentation methods can occur in animal skeletal muscles?,lactic acid fermentation,alcohol fermentation,mixed acid fermentation,propionic fermentation,A,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,The effect of high levels of ADP is to ________ in cellular respiration.,increase the activity of specific enzymes,decrease the activity of specific enzymes,have no effect on the activity of specific enzymes,slow down the pathway,A,Biology 2e,7 - Cellular Respiration
ANAT9140,Anatomy & Physiology I,T,The control of which enzyme exerts the most control on glycolysis?,hexokinase,phosphofructokinase,glucose-6-phosphatase,aldolase,B,Biology 2e,7 - Cellular Respiration
